SEEK BACK: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 6900
FAV: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 6900
CLEAR: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 6900
MENU: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 1840 460 1840 460 6900
GUIDE: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 1840 460 6900
GO BACK: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 920 460 6900
POWER: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 1840 460 920 460 1840 460 6900
CHANNEL -: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 1840 460 1840 460 6900
CHANNEL +: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 1840 460 920 460 6900
VOLUME -: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 1840 460 6900
VOLUME +: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 6900
0: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 1840 460 6900
1: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 920 460 6900
2: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 6900
3: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 920 460 6900
4: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 1840 460 1840 460 6900
5: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 1840 460 920 460 6900
6: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 920 460 1840 460 6900
7: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 920 460 920 460 6900
8: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 1840 460 1840 460 1840 460 6900
9: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 1840 460 1840 460 920 460 6900
TV: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 1840 460 920 460 1840 460 6900
INFO: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 6900
MUTE: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 6900
ARROW LEFT: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 1840 460 920 460 1840 460 920 460 920 460 1840 460 6900
ARROW RIGHT: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 1840 460 920 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 920 460 1840 460 920 460 1840 460 920 460 920 460 920 460 6900
ARROW DOWN: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 6900
ARROW UP: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 920 460 920 460 920 460 1840 460 920 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 6900
MEDIA: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 1840 460 920 460 920 460 920 460 920 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 1840 460 920 460 6900
MTS: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 920 460 920 460 920 460 1840 460 1840 460 1840 460 6900
PERIOD: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 6900
INPUT: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 1840 460 1840 460 1840 460 920 460 920 460 6900
SEEK FORWARD: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 920 460 1840 460 1840 460 1840 460 6900
STOP: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 1840 460 920 460 1840 460 1840 460 6900
PLAY PAUSE: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 1840 460 1840 460 1840 460 6900
PIC: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 920 460 1840 460 1840 460 6900
OK: 3680 3680 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 1840 460 920 460 1840 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 920 460 1840 460 920 460 1840 460 1840 460 6900
